Código da Planilha;Primeira Camada SIOPE;Segunda Camada SIOPE;Terceira Camada SIOPE;Quarta Camada SIOPE;Quinta Camada SIOPE;Observação/Regra
1582;Despesas Custeadas c/ Recursos Vinculados;Operações de Crédito Vinculadas à Educação ;Ensino Médio ;362 - Ensino Médio;
1641;Despesas Custeadas c/ Recursos Vinculados;Operações de Crédito Vinculadas à Educação ;Ensino Médio ;366 - Educação de Jovens e Adultos;
1642;Despesas Custeadas c/ Recursos Vinculados;Operações de Crédito Vinculadas à Educação ;Ensino Médio ;367 - Educação Especial;
1620;Despesas Custeadas c/ Recursos Vinculados;Operações de Crédito Vinculadas à Educação ;Ensino Médio ;782 - Transporte Escolar;
1584;Despesas Custeadas c/ Recursos Vinculados;Operações de Crédito Vinculadas à Educação ;Ensino Profissional ;122 - Administração Geral;
1585;Despesas Custeadas c/ Recursos Vinculados;Operações de Crédito Vinculadas à Educação ;Ensino Profissional ;306 - Alimentação e Nutrição - Merenda Escolar;
1621;Despesas Custeadas c/ Recursos Vinculados;Operações de Crédito Vinculadas à Educação ;Ensino Profissional ;363 - Ensino Profissional;
1622;Despesas Custeadas c/ Recursos Vinculados;Operações de Crédito Vinculadas à Educação ;Ensino Profissional ;782 - Transporte Escolar;
1587;Despesas Custeadas c/ Recursos Vinculados;Operações de Crédito Vinculadas à Educação ;Ensino Superior ;122 - Administração Geral;
1588;Despesas Custeadas c/ Recursos Vinculados;Operações de Crédito Vinculadas à Educação ;Ensino Superior ;306 - Alimentação e Nutrição - Merenda Escolar;
1623;Despesas Custeadas c/ Recursos Vinculados;Operações de Crédito Vinculadas à Educação ;Ensino Superior ;364 - Ensino Superior;
1624;Despesas Custeadas c/ Recursos Vinculados;Operações de Crédito Vinculadas à Educação ;Ensino Superior ;782 - Transporte Escolar;
1590;Despesas Custeadas c/ Recursos Vinculados;Operações de Crédito Vinculadas à Educação ;Educação Infantil (Creche) ;122 - Administração Geral;
